Date,URL,Ideas from me,Quotes from Others,Questions for you
2020-05-21,https://jamesclear.com/3-2-1/may-21-2020,"I.
“Knowledge is the compound interest of curiosity.”






Share this on Twitter


II.
“A practical definition of opportunity cost:
If you spend too much time working on good things, then you don’t have much time left to work on great things.
Understanding opportunity cost means eliminating good uses of time. And that’s what makes it hard.”






Share this on Twitter


III.
“There are 3 primary drivers of results in life:
1) Your luck (randomness).2) Your strategy (choices).3) Your actions (habits).
Only 2 of the 3 are under your control. But if you master those 2, you can improve the odds that luck will work for you rather than against you.”






Share this on Twitter","I.
Poet Yahia Lababidi on the power of listening:
“A good listener is one who helps us overhear ourselves.”
Source: Signposts to Elsewhere

II.
Author Michael Lewis on the stories we tell ourselves:
“As I’ve gotten older—I would say starting in my mid-to-late 20s—I could not help but notice the effect on people of the stories they told about themselves. If you listen to people, if you just sit and listen, you’ll find that there are patterns in the way they talk about themselves.
There’s the kind of person who is always the victim in any story that they tell. Always on the receiving end of some injustice. There’s the person who’s always kind of the hero of every story they tell. There’s the smart person; they delivered the clever put down there.
There are lots of versions of this, and you’ve got to be very careful about how you tell these stories because it starts to become you. You are—in the way you craft your narrative—kind of crafting your character. And so I did at some point decide, “I am going to adopt self-consciously as my narrative, that I’m the happiest person anybody knows.” And it is amazing how happy-inducing it is.”
Source: The Tim Ferriss Show #427: Michael Lewis on the Crafts of Writing, Friendship, Coaching, Happiness, and More","Simple question to find work you love:
What do you enjoy refining? (It’s the areas you can’t help yourself from editing and optimizing where you have a long-term advantage.)"
2020-05-14,https://jamesclear.com/3-2-1/may-14-2020,"I.
Entrepreneurship is a personal growth engine disguised as a business pursuit.






Share this on Twitter


II.
The 3 Levels of Employees:
Level 1 — You do what you are asked to do.
Level 2 — Level 1 + You think ahead and solve problems before they happen.
Level 3 — Level 2 + You proactively look for areas of opportunity and growth in the business, and figure out how to tap into them.

III.
The more control you have over your attention, the more control you have over your future.






Share this on Twitter","I.
Albert Gray, a life insurance executive at Prudential, discussing the importance of habits in the 1940s:
“Every single qualification for success is acquired through habit. People form habits and habits form futures. If you do not deliberately form good habits, then unconsciously you will form bad ones. You are the kind of person you are because you have formed the habit of being that kind of person, and the only way you can change is through habit.”
Source: The Common Denominator of Success

II.
George Mallory, a mountaineer who led early British expeditions to Mount Everest in the 1920s, on the joy of climbing:
“People ask me, ‘What is the use of climbing Mount Everest?’ and my answer must at once be, ‘It is of no use.’ There is not the slightest prospect of any gain whatsoever. Oh, we may learn a little about the behavior of the human body at high altitudes, and possibly medical men may turn our observation to some account for the purposes of aviation. But otherwise nothing will come of it. We shall not bring back a single bit of gold or silver, not a gem, nor any coal or iron… If you cannot understand that there is something in man which responds to the challenge of this mountain and goes out to meet it, that the struggle is the struggle of life itself upward and forever upward, then you won’t see why we go. What we get from this adventure is just sheer joy. And joy is, after all, the end of life. We do not live to eat and make money. We eat and make money to be able to live. That is what life means and what life is for.”
Source: Climbing Everest: The Complete Writings of George Mallory",Am I doing this for Present Me or Future Me?
2020-05-07,https://jamesclear.com/3-2-1/may-7-2020,"I.
“Never be so busy comparing what you have that you forget how fortunate you are to have it.”






Share this on Twitter


II.
“Wealth is the power to choose.
Financial wealth is the power to choose how to spend money.
Social wealth is the power to choose who to hang out with.
Time wealth is the power to choose how to spend your day.
Mental wealth is the power to choose how to spend your attention.”






Share this on Twitter


III.
“Creative ideas happen when you stop thinking about what others will think.”






Share this on Twitter","I.
The painter, Paula Modersohn-Becker, on making life a celebration:
“I know that I shall not live very long. But I wonder, is that sad? Is a celebration more beautiful because it lasts longer? And my life is a celebration, a short, intense celebration.”
Source: Excerpt of her journal (1897); as quoted in Voicing our Visions: Writings by Women Artists

II.
The physician and writer, Oliver Sacks, explains the value of gardens:
“As a writer, I find gardens essential to the creative process; as a physician, I take my patients to gardens whenever possible. All of us have had the experience of wandering through a lush garden or a timeless desert, walking by a river or an ocean, or climbing a mountain and finding ourselves simultaneously calmed and reinvigorated, engaged in mind, refreshed in body and spirit. The importance of these physiological states on individual and community health is fundamental and wide-ranging. In forty years of medical practice, I have found only two types of non-pharmaceutical “therapy” to be vitally important for patients with chronic neurological diseases: music and gardens.”
Source: “Why We Need Gardens” in Everything in Its Place: First Loves and Last Tales","What is something that feels productive to you in the moment, but usually ends up wasting time and energy?"
2020-04-30,https://jamesclear.com/3-2-1/april-30-2020,"I.
“Not taking things personally is a superpower.”






Share this on Twitter


II.
“How to 80/20 your work:
(1) Make a list of the 10 things you spend the most time on.
(2) Circle the two that truly drive your results. Do more of those.
(3) Look at the others. Eliminate ruthlessly. Automate or outsource what you can. Press pause on the rest.
(4) Repeat.”






Share this on Twitter


III.
“The first mistake is never the one that ruins you. It’s the spiral of repeated mistakes that follows.
The problem is not slipping up; the problem is thinking that if you cannot do something perfectly, then you shouldn’t do it at all…”






Share this on Twitter

For more on this idea, see Chapter 16 of Atomic Habits.","I.
Raymond Joseph Teller, one half of the magic duo Penn & Teller, on the process of mastery:
“Sometimes magic is just someone spending more time on something than anyone else might reasonably expect.”
Source: The Honor System

II.
A proverb on the importance of asking questions:
“The person who asks is a fool for five minutes, but the person who does not ask remains a fool forever.”
Source: This one is tough to pin down. It’s possibly a quote from Georg Christoph Lichtenberg, which has gradually become misattributed as Chinese proverb. There is also a similar Japanese proverb: “To ask is a temporary shame, not to ask a life-long shame.”","A simple question that may help reveal the positive side of the current moment:
What does this make possible?"
2020-04-23,https://jamesclear.com/3-2-1/april-23-2020,"I.
“The best way to get the attention and respect of exceptional people is to do exceptional work.
Like attracts like.”






Share this on Twitter


II.
“The paradox of risk:
(1) Don’t put all your eggs in one basket. If you lose the basket, you lose it all.
(2) Don’t put your eggs in too many baskets. The more baskets you manage, the less energy you can put into each one. It’s risky to do things halfway.
Diversified, but focused.”






Share this on Twitter


III.
“You choose the future with your actions each day.”






Share this on Twitter","I.
In honor of Earth Day, which happened earlier this week, a Native American proverb to consider:
“Treat the Earth well. It was not given to you by your parents, it was loaned to you by your children.”
Source: A Seat at the Table: Huston Smith in Conversation with Native Americans on Religious Freedom

II.
Comedian Jerry Seinfeld on what it takes to make something great:
INTERVIEWER: You and Larry David wrote Seinfeld together, without a traditional writers’ room, and burnout was one reason you stopped. Was there a more sustainable way to do it? Could McKinsey or someone have helped you find a better model?
SEINFELD: Who’s McKinsey?
INTERVIEWER: It’s a consulting firm.
SEINFELD: Are they funny?
INTERVIEWER: No.
SEINFELD: Then I don’t need them. If you’re efficient, you’re doing it the wrong way. The right way is the hard way. The show was successful because I micromanaged it—every word, every line, every take, every edit, every casting. That’s my way of life.
Source: Life’s Work: An Interview with Jerry Seinfeld",Who do I know that can help me with this?
2020-04-16,https://jamesclear.com/3-2-1/april-16-2020,"I.
“Correct your mistakes before they become your habits.”






Share this on Twitter


II.
“Balance is timing, not intensity.
It is not doing multiple tasks at 80%, but developing the skill of turning it on and turning it off.
Sleep fully, then work intensely. Focus deeply, then relax completely. Give each phase your full attention.
Balance is ‘when to’ not ‘how to.'”






Share this on Twitter


III.
“Concentration produces wealth.
Diversification protects wealth.”






Share this on Twitter","I.
An excerpt from the poem “Youth” by Samuel Ullman, a Jewish poet:
“Youth is not a time of life; it is a state of mind; it is not a matter of rosy cheeks, red lips and supple knees; it is a matter of the will, a quality of the imagination, a vigor of the emotions; it is the freshness of the deep springs of life.
Youth means a temperamental predominance of courage over timidity of the appetite, for adventure over the love of ease. This often exists in a man of sixty more than a boy of twenty. Nobody grows old merely by a number of years. We grow old by deserting our ideals.
Years may wrinkle the skin, but to give up enthusiasm wrinkles the soul. Worry, fear, self-distrust bows the heart and turns the spirit back to dust. Whether sixty or sixteen, there is in every human being’s heart the lure of wonder, the unfailing child-like appetite of what’s next, and the joy of the game of living.”
Source: Youth

II.
Xun Zi, a Chinese philosopher living around 312 BC, on the importance of focus:
“The person attempting to travel two roads at once will get nowhere.”
Source: Iron Sharpens Iron: Wisdom of the Ages",Am I proud of what I am choosing to do?
2020-04-09,https://jamesclear.com/3-2-1/april-9-2020,"I.
“Ultimately, the only way to truly be in control of your life is to be in control of your thoughts.”






Share this on Twitter


II.
“Slow and steady often wins because it keeps you motivated.
Take on manageable challenges and you’ll get frequent signals of progress. Bite off more than you can chew and progress stalls.
When you make progress, you want to keep going. When you break progress, you want to stop.”






Share this on Twitter


III.
“When you say no, you are only saying no to one option. When you say yes, you are saying no to every other option.
No is a choice. Yes is a responsibility.”






Share this on Twitter","I.
The architect Christopher Alexander on how to design a room that people love:
“Light on two sides of every room. When they have a choice, people will always gravitate to those rooms which have light on two sides, and leave the rooms which are lit only from one side unused and empty.
This pattern, perhaps more than any other single pattern, determines the success or failure of a room. The arrangement of daylight in a room, and the presence of windows on two sides, is fundamental. If you build a room with light on one side only, you can be almost certain that you are wasting your money. People will stay out of that room if they can possibly avoid it…
The importance of this pattern lies partly in the social atmosphere it creates in the room. Rooms lit on two sides, with natural light, create less glare around people and objects; this lets us see things more intricately; and most important, it allows us to read in detail the minute expressions that flash across people’s faces, the motion of their hands … and thereby understand, more clearly, the meaning they are after. The light on two sides allows people to understand each other.”
Source: A Pattern Language

II.
Sharon Salzberg on faith and keeping an open mind: 
“It’s not the existence of beliefs that is the problem, but what happens to us when we hold them rigidly, without examining them, when we presume the absolutely centrality of our views and become disdainful of others.”
Source: Faith: Trusting Your Own Deepest Experience
Related: The idea of continually upgrading and expanding your beliefs and identity is discussed in greater detail in Atomic Habits.","Can you sit still, do nothing, and breathe deeply for the next two minutes?"
2020-04-02,https://jamesclear.com/3-2-1/april-2-2020,"I.
“Before you ask for readers, write the article you wish you could read.
Before you ask for the sale, create the product you wish you had.
Before you need support, be the supportive friend. Before you need love, be the loving partner.
Always give value before you ask for value.”






Share this on Twitter


II.
“Each day is a new battle to say yes to what matters and say no to what doesn’t. Focus is a practice.”






Share this on Twitter


III.
“What can you do with 5 good minutes?
5 good minutes of:
-pushups is a solid workout-sprints will leave you winded-conversation can rekindle a relationship-reading can finish an insightful article-meditation can reset your mood
You don’t need more time—just a little focused action.”






Share this on Twitter

(Hat tip to Max Shank. A conversation with him inspired this thought.)","I.
Merle Shain, a Canadian journalist and author, on helping others:
“Loving someone means helping them to be more themselves, which can be different from being what you’d like them to be, although often they turn out the same.”
Source: Some Men are More Perfect Than Others

II.
Bill Watterson, the cartoonist and creator of Calvin and Hobbes, on the difference between ambition and happiness:
“…having an enviable career is one thing, and being a happy person is another. Creating a life that reflects your values and satisfies your soul is a rare achievement. In a culture that relentlessly promotes avarice and excess as the good life, a person happy doing his own work is usually considered an eccentric, if not a subversive. Ambition is only understood if it’s to rise to the top of some imaginary ladder of success. Someone who takes an undemanding job because it affords him the time to pursue other interests and activities is considered a flake. A person who abandons a career in order to stay home and raise children is considered not to be living up to his potential-as if a job title and salary are the sole measure of human worth. You’ll be told in a hundred ways, some subtle and some not, to keep climbing, and never be satisfied with where you are, who you are, and what you’re doing. There are a million ways to sell yourself out, and I guarantee you’ll hear about them. To invent your own life’s meaning is not easy, but it’s still allowed, and I think you’ll be happier for the trouble.”
Source: Some Thoughts on the Real World from One Who Glimpsed it and Fled",What is one thing I am looking forward to today?
2020-03-26,https://jamesclear.com/3-2-1/march-26-2020,"I.
“Whenever there is a gap between your habits and your goals, your habits will always win.”






Share this on Twitter


II.
“Anticipate, but don’t expect.
Anticipation: You’re excited for what the future holds, but you don’t try to control it.
Expectation: You try to predict the future and restrict your happiness to one outcome.
Always be excited about the possibilities. Never be entitled to them.”






Share this on Twitter


III.
“Study as if you know nothing.
Work as if you can solve anything.”






Share this on Twitter","I.
Eugene Schwartz, the mastermind behind many brilliant advertising campaigns, on how to write a good ad:
“Let’s get right down to the heart of the matter. The power, the force, the overwhelming urge to own that makes advertising work, comes from the market itself and not from the copy.
Copy cannot create desire for a product. It can only take the hopes, dreams, fears and desires that already exist in the hearts of millions of people, and focus those already existing desires onto a particular product.
This is the copywriter’s task: not to create this mass desire — but to channel and direct it.”
Source: Breakthrough Advertising 

II.
Esther Perel, a psychotherapist and relationship expert, on her definition of love:
“[Love] is a verb. It’s an active engagement with all kinds of feelings—positive ones and primitive ones and loathsome ones. But it’s a very active verb. And it’s often surprising how it can kind of ebb and flow. It’s like the moon. We think it’s disappeared, and suddenly it shows up again. It’s not a permanent state of enthusiasm.”
Source: Love is Not a Permanent State of Enthusiasm: An Interview with Esther Perel",Who is your biggest fan? How can you thank them today?
2020-03-19,https://jamesclear.com/3-2-1/march-19-2020,"I.
“In a world where information is abundant and easy to access, the real advantage is knowing where to focus.”






Share this on Twitter


II.
“The most useful form of patience is persistence.
Patience implies waiting for things to improve on their own.
Persistence implies keeping your head down and continuing to work when things take longer than you expect.”






Share this on Twitter


III.
“Win the moment in front of you right now.”






Share this on Twitter","I.
The Canadian actress, Mary Pickford on failure:
“You may have a fresh start any moment you choose, for this thing that we call “failure” is not the falling down, but the staying down.
Source: Why Not Try God

II.
Jack London, an American novelist, on misfortune:
“Life is not always a matter of holding good cards, but sometimes, playing a poor hand well.”
Source: As quoted in Sacred Journey of the Peaceful Warrior by Dan Millman","How can I make the most of this?
As always, thanks for reading."
2020-03-12,https://jamesclear.com/3-2-1/march-12-2020,"I.
“Your actions are a consequence of your thoughts.
Your thoughts are a consequence of what you consume.
And in the modern age, what you consume is largely a consequence of how you select and refine your social media feed.
Choose better inputs. Get better outputs.”






Share this on Twitter


II.
“Your current habits are perfectly designed to deliver your current results.”






Share this on Twitter


III.
“Needless commitments are more wasteful than needless possessions. Possessions can be ignored, but commitments are a recurring debt that must be paid for with your time and attention.”






Share this on Twitter","I.
This quote from Henry David Thoreau, the American poet and author, pairs nicely with my third idea above:
“The cost of a thing is the amount of … life which is required to be exchanged for it, immediately or in the long run.”
Source: Walden

II.
The American entrepreneur and investor Sam Altman on persistence and luck:
“A big secret is that you can bend the world to your will a surprising percentage of the time—most people don’t even try, and just accept that things are the way that they are. People have an enormous capacity to make things happen. A combination of self-doubt, giving up too early, and not pushing hard enough prevents most people from ever reaching anywhere near their potential.
“Ask for what you want. You usually won’t get it, and often the rejection will be painful. But when this works, it works surprisingly well. Almost always, the people who say “I am going to keep going until this works, and no matter what the challenges are I’m going to figure them out”, and mean it, go on to succeed. They are persistent long enough to give themselves a chance for luck to go their way.”
Source: How To Be Successful​​","Which projects give me energy? Which projects takes it away?
Which people give me energy? Which people take it away?"
2020-03-05,https://jamesclear.com/3-2-1/march-5-2020,"I.
“Every action is a vote for the type of person you wish to become.”






Share this on Twitter

Note: For more on this concept, read Chapter Two of Atomic Habits.

II.
“Your success depends on the risks you take.
Your survival depends on the risks you avoid.”






Share this on Twitter


III.
“The way to attract good luck is to be reliable in a valuable area.
The more you repeatedly deliver value, the more people seek you out for that value.
Your reputation is a magnet. Once you become known for something, relevant opportunities come to you with no extra work.”






Share this on Twitter","I.
The American author and poet, Anne Lamott, on the benefits of rest:
“Almost everything will work again if you unplug it for a few minutes, including you.”
Source: 12 Truths I Learned from Life and Writing

II.
Daniel Chambliss, an American sociologist, on how top performers feel about hard work:
“At the higher levels of competitive swimming, something like an inversion of attitude takes place. The very features of the sport that the ‘C’ swimmer finds unpleasant, the top level swimmer enjoys. What others see as boring—swimming back and forth over a black line for two hours, say—they find peaceful, even meditative, often challenging, or therapeutic. They enjoy hard practices, look forward to difficult competitions, try to set difficult goals. Coming into the 5:30 A.M. practices at Mission Viejo, many of the swimmers were lively, laughing, talking, enjoying themselves, perhaps appreciating the fact that most people would positively hate doing it. It is incorrect to believe that top athletes suffer great sacrifices to achieve their goals. Often, they don’t see what they do as sacrificial at all. They like it.”
Source: The Mundanity of Excellence",How would I know if my beliefs are wrong?
2020-02-27,https://jamesclear.com/3-2-1/february-27-2020,"I.
“Aim to be great in 10 years.
Build health habits today that lead to a great body in 10 years.
Build social habits today that lead to great relationships in 10 years.
Build learning habits today that lead to great knowledge in 10 years.
Long-term thinking is a secret weapon.”

II.
“If you…
1) develop a bias for moving fast
2) consistently ask, “What’s the real goal here and is there a better way to accomplish it?”
… you can accomplish a lot in one life.”






Share this on Twitter


III.
“You can create a lot of meaning in your own life by helping someone else do something that is meaningful to them.”






Share this on Twitter","I.
The author and generally hilarious human, Bill Bryson, on the remarkable odds of your existence:
“Not one of your pertinent ancestors was squashed, devoured, drowned, starved, stranded, stuck fast, untimely wounded, or otherwise deflected from its life’s quest of delivering a tiny charge of genetic material to the right partner at the right moment in order to perpetuate the only possible sequence of hereditary combinations that could result — eventually, astoundingly, and all too briefly — in you.
Bonus quote:
Bryson’s description reminds me of a comment by the astrophysicist Carl Sagan on the rarity of life in the universe:
“Extinction is the rule. Survival is the exception.”
Sources: A Short History of Nearly Everything and The Varieties of Scientific Experience: A Personal View of the Search for God​​

II.
The poet and Pulitzer Prize winner Mary Oliver with some suggestions for your one precious life:
“Instructions for living a life: Pay attention. Be astonished. Tell about it.”
Source: Red Bird",What would 10-year-old me say? What would 80-year-old me say?
2020-02-20,https://jamesclear.com/3-2-1/february-20-2020,"I.
“When failure is expensive, plan carefully.
When failure is cheap, act quickly.”






Share this on Twitter


II.
“The person who learns the most in any classroom is the teacher.
If you really want to learn a topic, then “teach” it. Write a book. Teach a class. Build a product. Start a company.
The act of making something will force you to learn more deeply than reading ever will.”

III.
“Do not wait. If there is something you wish to do, go do it.
Death comes for busy people too. It will not pause and return at a more convenient time.”






Share this on Twitter","I.
The Chinese inventor and author, Lin Yutang, on focus:
“Besides the noble art of getting things done, there is the noble art of leaving things undone. The wisdom of life consists in the elimination of non-essentials.”
Source: The Importance of Living

II.
The brilliant physicist and Nobel Prize winner, Richard Feynman, on dealing with the expectations of others:
“You have no responsibility to live up to what other people think you ought to accomplish.
I have no responsibility to be like they expect me to be. It’s their mistake, not my failing.”
Source: Surely You’re Joking, Mr. Feynman!",Whose expectations am I trying to fulfill? My own or those of someone else?
2020-02-13,https://jamesclear.com/3-2-1/february-13-2020,"I.
“Praise others. It will bring them peace of mind.
Do not expect others to praise you. It will bring you peace of mind.”






Share this on Twitter


II.
“Whenever you see an overnight success, your eyes deceive you.
What you are witnessing is the hour of opportunity unleashing the potential energy of previous choices. It was not one decision, but the accumulated power of all that came before.
The fuse was lit on a loaded cannon.”

III.
“You are richer than 93% of people.
Not in money, but in time. 108 billion people have lived throughout history. 93% of them are dead.
You have what every king and queen, every pharaoh and ruler, every CEO and celebrity of the past would give all their wealth for:
Today.”","I.
John Gardner, a politician and a recipient of the 1964 Presidential Medal of Freedom, on how to live a meaningful life:
“There’s a myth that learning is for young people. But as the proverb says, ‘It’s what you learn after you know it all that counts.’ The middle years are great, great learning years. Even the years past the middle years. I took on a new job after my 77th birthday – and I’m still learning. Learn all your life. Learn from your failures. Learn from your successes, When you hit a spell of trouble, ask ‘What is it trying to teach me?’ The lessons aren’t always happy ones, but they keep coming.”
Source: Personal Renewal

II.
The Japanese writer Haruki Murakami on love:
“If you remember me, then I don’t care if everyone else forgets.”
Source: Kafka on the Shore","A simple question to run your daily decisions through:
Will this cost me time in the future or save me time in the future?"
2020-02-06,https://jamesclear.com/3-2-1/february-6-2020,"I.
“Success is never due to one thing, but failure can be.
Sleeping well won’t make you successful, but not sleeping enough will hold you back. Hard work is rarely enough without good strategy, but even the best strategy is useless without hard work.
Many things are necessary, but not sufficient for success.”

II.
“Life is too short to not be pursuing the best opportunity you know of.”






Share this on Twitter


III.
“Today might be the best chance you have to take action.
The longer you wait, the more deeply embedded you get in your current lifestyle.
Your habits solidify. Your beliefs harden. You get comfortable.
It will never be easy, but it may also never be easier than it is right now.”","I.
E.O. Wilson, a sociobiologist and Pulitzer Prize-winning author, on the promise and peril of the future:
“The real problem of humanity is the following: we have paleolithic emotions; medieval institutions; and god-like technology.
Source: An Intellectual Entente (Hat tip to Shane Parrish, who I found this quote through.)

II.
An Indian proverb on kindness and mortality:
“Never postpone a good deed which you can do now, because death does not choose whether you have or haven’t done the things you should have done. Death waits for nobody and nothing. It has neither enemies, nor friends.”
(Note: I originally discovered this quote in Leo Tolstoy’s A Calendar of Wisdom)",What are the minority of my actions that drive the majority of my results?
2020-01-30,https://jamesclear.com/3-2-1/january-30-2020,"I.
“The fastest way to raise your level of performance:
Cut your number of commitments in half.”






Share this on Twitter


II.
“Before you ask for readers, write the article you wish you could read. Before you ask for the sale, create the product you wish you had.
Before you need support, be the supportive friend. Before you need love, be the loving partner.
Always give value before you ask for value.”

III.
“You are only as mentally tough as your life demands you to be.
An easy life fashions a mind that can only handle ease. A challenging life builds a mind that can handle challenge. Like a muscle that atrophies without use, mental strength fades unless it is tested.
When life doesn’t challenge you, challenge yourself.​”","I.
Japanese writer Haruki Murakami on kindness and disagreement:
“Always remember that to argue, and win, is to break down the reality of the person you are arguing against. It is painful to lose your reality, so be kind, even if you are right.”
Note: For more on this idea, see Why Facts Don’t Change Our Minds
Source: I found this quote through Kazuki Yamada, but it is believed to have been originally mentioned in the Japanese version of Colourless Tsukuru Tazaki by Murakami. 

II.
Anne Frank on self-awareness and personal reflection:
“How noble and good everyone could be if, every evening before falling asleep, they were to recall to mind the events of the whole day and consider exactly what has been good and bad. Then, without realizing it, you try to improve yourself at the start of each new day; of course, you achieve quite a lot in the course of time.
Source: The Diary of Anne Frank: The Revised Critical Edition",Will this matter in six months?
2020-01-23,https://jamesclear.com/3-2-1/january-23-2020,"I.
“Focus is the art of knowing what to ignore.”






Share this on Twitter


II.
“On minimalism:
The goal is not to have the least amount of things, but the optimal amount of things.
Two important footnotes:
(1) The optimal amount depends on your goals.(2) The optimal amount is almost always less than you think.”






Share this on Twitter


III.
“Reading is like a software update for your brain.
Whenever you learn a new concept or idea, the ‘software’ improves. You download new features and fix old bugs.
In this way, reading a good book can give you a new way to view your life experiences. Your past is fixed, but your interpretation of it can change depending on the software you use to analyze it.”","I.
Jeffrey D. Sachs, an economist and author, on money, spending, and status:
“Living doesn’t cost much, but showing off does.”
Source: The Price of Civilization: Reawakening American Virtue and Prosperity

II.
Seneca, one of the great Roman Stoic philosophers, on friendship:
“…nothing delights the mind so much as fond and loyal friendship. What a blessing it is to have hearts that are ready and willing to receive all your secrets in safety, with whom you are less afraid to share knowledge of something than keep it to yourself, whose conversation soothes your distress, whose advice helps you make up your mind, whose cheerfulness dissolves your sorrow, whose very appearance cheers you up!”
Source: On the Shortness of Life by Seneca",Am I tolerating my flaws or improving them?
2020-01-16,https://jamesclear.com/3-2-1/january-16-2020,"I.
“It’s never been a better time for self-motivated people.
Anyone connected to the internet has the education power of a university and the distribution power of a media company at their fingertips.
Curiosity, courage, and persistence are the new gatekeepers.”






Share this on Twitter


II.
“The most dangerous items on your to-do list are the ones that look like opportunities, but are actually distractions.”






Share this on Twitter


III.
“3 tips for getting started as a writer:
1. Publish on a schedule. Consistency develops ability.
2. Share your writing publicly. Writing is a magnet. It attracts like-minded people.
3. Write about what fascinates you. You don’t need to be an expert. Curiosity leads to expertise.”","I.
Author Robert Heinlein on the benefits of teaching:
“When one teaches, two learn.”

II.
British philosopher Bertrand Russell on how to grow old. (Russell wrote this at age 81 and went on to live another 16 years.)
“The best way to overcome [the fear of death]—so at least it seems to me—is to make your interests gradually wider and more impersonal, until bit by bit the walls of the ego recede, and your life becomes increasingly merged in the universal life.
“An individual human existence should be like a river: small at first, narrowly contained within its banks, and rushing passionately past rocks and over waterfalls. Gradually the river grows wider, the banks recede, the waters flow more quietly, and in the end, without any visible break, they become merged in the sea, and painlessly lose their individual being.
“The person who, in old age, can see life in this way, will not suffer from the fear of death, since the things he or she cares for will continue. And if, with the decay of vitality, weariness increases, the thought of rest will not be unwelcome.
“I should wish to die while still at work, knowing that others will carry on what I can no longer do and content in the thought that what was possible has been done.”
Source: How to Grow Old","In what ways are you a difficult person to work with?
What can you learn from that?"
2020-01-09,https://jamesclear.com/3-2-1/january-9-2020,"I.
“Optimize for tomorrow—as in, literally, one day from now.
Save to be a little richer tomorrow. Exercise to be a little fitter tomorrow. Read to be a little smarter tomorrow.
1% better every day.”






Share this on Twitter


II.
“Good business advice I received early on:
When someone says no to a request, they usually mean ‘not right now’ or ‘not in that way.’
Most people want to help others, but there are many priorities competing for our time.
Don’t take it personally. Ask again later. Ask differently.”

III.
“A principle for writing, investing, and life in general:
It is much easier to notice when something is working than to predict ahead of time if it will work.
Take action, make many small bets, and run lots of quick (but thoughtful) experiments. Then, double-down on the winners.”","I.
NFL head coach Bill Belichick, winner of six Super Bowls, on what is at the top of his priority list:
Interviewer: “With all you have accomplished in your coaching career, what is left that you still want to accomplish?”
Belichick: “I’d like to go out and have a good practice today. That would be at the top of the list right now.”
Source: SB Nation (Hat tip to Shane Parrish)

II.
Author and journalist Karen Lamb on getting started:
“A year from now you will wish you had started today.”
Note: Lamb attributes this quote to a book of short stories she edited early in her career.",What am I holding on to that I need to let go of this year?
2020-01-02,https://jamesclear.com/3-2-1/january-2-2020,"I.
“You do not rise to the level of your goals. You fall to the level of your systems.
Your goal is your desired outcome. Your system is the collection of daily habits that will get you there.
This year, spend less time focusing on outcomes and more time focusing on the habits that precede the results.”
For more on this concept, read Atomic Habits.

II.
“Your identity can hold you back:
-I’m terrible with directions.-I have a sweet tooth.-I’m bad at math.
…or build you up:
-I’m the type of person who doesn’t miss workouts.-I finish what I start.-I read every day.
Build habits that reinforce your desired identity.”

III.
For my final thought, another quote from Atomic Habits:
“Time magnifies the margin between success and failure. It will multiply whatever you feed it. Good habits make time your ally. Bad habits make time your enemy.”






Share this on Twitter","I.
F.M. Alexander on the importance of habits:
“People do not decide their futures, they decide their habits and their habits decide their futures.”

II.
Zora Neale Hurston on the lessons of life:
“There are years that ask questions, and years that answer.”
Source: Their Eyes Were Watching God",Think of the ultimate outcome you are hoping to achieve. Is there a path to accomplishing this where you would encounter less resistance?
2019-12-26,https://jamesclear.com/3-2-1/december-26-2019,"I.
“Compliment others more.
You’ll barely remember you did it, but the other person may never forget that you did.
Kindness has unlimited upside.”






Share this on Twitter


II.
“A little secret:
You don’t need the right answer to start. You can start by asking a question. Simply asking, “How can I be a better friend?” or “How can I be a healthy person?” will call forth answers naturally.
In the beginning, just repeating the question is enough.”

III.
“Real wealth is not about money.
Real wealth is:-not having to go to meetings-not having to spend time with jerks-not being locked into status games-not feeling like you have to say “yes”-not worrying about others claiming your time and energy
Real wealth is about freedom. Money can help achieve these things, but there are plenty of people who make lots of money yet aren’t free.”","I.
Harry Browne, an American writer and politician, in a letter to his daughter on Christmas:
“I want to give you something that will stay with you for more than a few months or years. I want to give you a gift that might remind you of me every Christmas.
“If I could give you just one thing, I’d want it to be a simple truth that took me many years to learn. If you learn it now, it may enrich your life in hundreds of ways. And it may prevent you from facing many problems that have hurt people who have never learned it. The truth is simply this: No one owes you anything.…
“You owe it to yourself to be the best person possible. Because if you are, others will want to be with you, want to provide you with the things you want in exchange for what you’re giving to them. Some people will choose not to be with you for reasons that have nothing to do with you. When that happens, look elsewhere for the relationships you want. Don’t make someone else’s problem your problem.
“Once you learn that you must earn the love and respect of others, you’ll never expect the impossible and you won’t be disappointed. Others don’t have to share their property with you, nor their feelings or thoughts. If they do, it’s because you’ve earned these things. And you have every reason to be proud of the love you receive, your friends’ respect, the property you’ve earned. But don’t ever take them for granted. If you do, you could lose them. They’re not yours by right; you must always earn them.”
Source: A Gift for My Daughter

II.
Robert Pirsig, an American philosopher and author:
“The place to improve the world is first in one’s own heart and head and hands, and then work outward from there.”
Source: Zen and the Art of Motorcycle Maintenance","Over the last 10 years, what has become more important to you? What has become less important?"
